validation_loss,test_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.251173973083496,2.2931973934173584,0.6534202098846436,False,1,fa775_00015,2025-01-28_15-23-57,1738074237,0.6534202098846436,716402,r10585,10.12.92.124,0.6534202098846436,1
2.268972635269165,2.286895990371704,0.033823251724243164,False,2,fa775_00015,2025-01-28_15-23-57,1738074237,0.6872434616088867,716402,r10585,10.12.92.124,0.6872434616088867,2
2.3223111629486084,2.280062198638916,0.029035329818725586,False,3,fa775_00015,2025-01-28_15-23-57,1738074237,0.7162787914276123,716402,r10585,10.12.92.124,0.7162787914276123,3
2.3153951168060303,2.273181438446045,0.02859187126159668,False,4,fa775_00015,2025-01-28_15-23-57,1738074237,0.744870662689209,716402,r10585,10.12.92.124,0.744870662689209,4
2.2610466480255127,2.266268730163574,0.027632474899291992,False,5,fa775_00015,2025-01-28_15-23-57,1738074237,0.772503137588501,716402,r10585,10.12.92.124,0.772503137588501,5
2.319200038909912,2.259021043777466,0.028497934341430664,False,6,fa775_00015,2025-01-28_15-23-57,1738074237,0.8010010719299316,716402,r10585,10.12.92.124,0.8010010719299316,6
2.2460193634033203,2.2517588138580322,0.027827978134155273,False,7,fa775_00015,2025-01-28_15-23-58,1738074238,0.8288290500640869,716402,r10585,10.12.92.124,0.8288290500640869,7
2.261967658996582,2.2439630031585693,0.027547597885131836,False,8,fa775_00015,2025-01-28_15-23-58,1738074238,0.8563766479492188,716402,r10585,10.12.92.124,0.8563766479492188,8
2.220777988433838,2.2363975048065186,0.027323484420776367,False,9,fa775_00015,2025-01-28_15-23-58,1738074238,0.8837001323699951,716402,r10585,10.12.92.124,0.8837001323699951,9
2.2407922744750977,2.2291858196258545,0.060071468353271484,False,10,fa775_00015,2025-01-28_15-23-58,1738074238,0.9437716007232666,716402,r10585,10.12.92.124,0.9437716007232666,10
2.2139763832092285,2.221512794494629,0.03919172286987305,False,11,fa775_00015,2025-01-28_15-23-58,1738074238,0.9829633235931396,716402,r10585,10.12.92.124,0.9829633235931396,11
2.1273810863494873,2.2142651081085205,0.029065847396850586,False,12,fa775_00015,2025-01-28_15-23-58,1738074238,1.0120291709899902,716402,r10585,10.12.92.124,1.0120291709899902,12
2.215043783187866,2.2077770233154297,0.03196096420288086,False,13,fa775_00015,2025-01-28_15-23-58,1738074238,1.043990135192871,716402,r10585,10.12.92.124,1.043990135192871,13
2.2357683181762695,2.200535297393799,0.031609296798706055,False,14,fa775_00015,2025-01-28_15-23-58,1738074238,1.0755994319915771,716402,r10585,10.12.92.124,1.0755994319915771,14
2.210690975189209,2.193596363067627,0.028008222579956055,False,15,fa775_00015,2025-01-28_15-23-58,1738074238,1.1036076545715332,716402,r10585,10.12.92.124,1.1036076545715332,15
2.1957311630249023,2.185985803604126,0.029886484146118164,False,16,fa775_00015,2025-01-28_15-23-58,1738074238,1.1334941387176514,716402,r10585,10.12.92.124,1.1334941387176514,16
2.1631336212158203,2.178158760070801,0.028478145599365234,False,17,fa775_00015,2025-01-28_15-23-58,1738074238,1.1619722843170166,716402,r10585,10.12.92.124,1.1619722843170166,17
2.184241533279419,2.170769214630127,0.029016494750976562,False,18,fa775_00015,2025-01-28_15-23-58,1738074238,1.1909887790679932,716402,r10585,10.12.92.124,1.1909887790679932,18
2.119097948074341,2.163224697113037,0.02858138084411621,False,19,fa775_00015,2025-01-28_15-23-58,1738074238,1.2195701599121094,716402,r10585,10.12.92.124,1.2195701599121094,19
2.1037886142730713,2.1559579372406006,0.05971503257751465,False,20,fa775_00015,2025-01-28_15-23-58,1738074238,1.279285192489624,716402,r10585,10.12.92.124,1.279285192489624,20
2.2002649307250977,2.147845983505249,0.03766298294067383,False,21,fa775_00015,2025-01-28_15-23-58,1738074238,1.3169481754302979,716402,r10585,10.12.92.124,1.3169481754302979,21
2.1540961265563965,2.14033842086792,0.028688430786132812,False,22,fa775_00015,2025-01-28_15-23-58,1738074238,1.3456366062164307,716402,r10585,10.12.92.124,1.3456366062164307,22
2.1197991371154785,2.132498025894165,0.02872490882873535,False,23,fa775_00015,2025-01-28_15-23-58,1738074238,1.374361515045166,716402,r10585,10.12.92.124,1.374361515045166,23
